,温度1,温度2,降水量1,風速1,気温,降水量,風速平均,風速最大
2020-07-30 00:00:00,21.7,21.8,0.0,0.0,24.0,0.0,2.6,5.0
2020-07-30 00:10:00,21.6,21.5,0.0,0.0,24.0,0.0,2.3,5.3
2020-07-30 00:20:00,21.5,21.5,0.0,0.0,23.8,0.0,1.8,4.1
2020-07-30 00:30:00,21.5,21.5,0.0,0.0,23.7,0.5,1.6,2.7
2020-07-30 00:40:00,21.5,21.6,0.0,0.0,23.6,0.0,2.0,3.3
2020-07-30 00:50:00,21.5,21.5,0.0,0.0,23.6,0.0,2.4,4.3
2020-07-30 01:00:00,21.5,21.5,0.0,0.0,23.6,0.0,1.9,3.0
2020-07-30 01:10:00,21.5,21.5,0.0,0.0,23.6,0.0,1.9,3.0
2020-07-30 01:20:00,21.5,21.5,0.0,0.0,23.7,0.0,1.8,2.9
2020-07-30 01:30:00,21.4,21.6,0.0,0.0,23.6,0.0,1.8,2.7
2020-07-30 01:40:00,21.5,21.5,0.0,0.0,23.7,0.0,2.2,3.3
2020-07-30 01:50:00,21.5,21.4,0.0,0.0,23.7,0.0,2.1,3.3
2020-07-30 02:00:00,21.5,21.6,0.0,0.0,23.7,0.0,1.8,2.6
2020-07-30 02:10:00,21.6,21.7,0.0,0.0,23.8,0.0,1.6,2.7
2020-07-30 02:20:00,21.4,21.4,0.0,0.0,23.8,0.0,1.6,3.4
2020-07-30 02:30:00,21.5,21.6,0.0,0.0,23.7,0.0,1.4,3.5
2020-07-30 02:40:00,21.5,21.6,0.0,0.0,23.8,0.0,2.3,4.2
2020-07-30 02:50:00,21.3,21.2,0.0,0.0,23.7,0.0,2.4,3.9
2020-07-30 03:00:00,21.4,21.4,0.0,0.0,23.6,0.5,2.4,4.1
2020-07-30 04:10:00,21.2,21.3,0.0,0.0,23.2,0.0,1.3,2.0
2020-07-30 04:20:00,21.3,21.4,0.0,0.0,23.2,0.5,1.8,2.6
2020-07-30 04:30:00,21.3,21.3,0.0,0.0,23.2,0.0,1.8,2.4
2020-07-30 04:40:00,21.3,21.3,0.0,0.0,23.2,0.0,1.4,1.9
2020-07-30 04:50:00,21.3,21.3,0.0,0.0,23.3,0.5,1.0,1.5
2020-07-30 05:00:00,21.3,21.3,0.0,0.0,23.2,0.0,0.6,1.7
2020-07-30 05:10:00,21.4,21.5,0.0,0.0,23.2,0.0,1.0,1.8
2020-07-30 05:20:00,21.4,21.4,0.0,0.0,23.2,0.5,0.9,1.4
2020-07-30 05:30:00,21.4,21.5,0.0,0.0,23.2,0.0,0.6,1.3
2020-07-30 05:40:00,21.4,21.5,0.0,0.0,23.3,0.0,0.5,0.9
2020-07-30 05:50:00,21.4,21.5,0.0,0.0,23.5,0.0,0.0,0.5
2020-07-30 06:00:00,21.6,21.7,0.0,0.0,23.4,0.0,0.7,1.3
2020-07-30 06:10:00,21.6,21.8,0.0,0.0,23.4,0.0,1.1,1.7
2020-07-30 06:20:00,21.5,21.6,0.0,0.0,23.5,0.0,1.0,1.5
2020-07-30 06:30:00,21.6,21.6,0.0,0.0,23.6,0.0,1.2,1.6
2020-07-30 06:40:00,21.8,22.1,0.0,0.0,23.7,0.0,1.0,1.5
2020-07-30 06:50:00,22.3,22.6,0.0,0.0,23.6,0.0,0.5,1.3
2020-07-30 07:00:00,22.2,22.2,0.0,0.0,23.6,0.0,1.0,1.7
2020-07-30 07:10:00,22.1,22.2,0.0,0.0,23.6,0.0,1.6,2.9
2020-07-30 07:20:00,22.4,22.9,0.0,0.0,23.6,0.0,1.5,2.8
2020-07-30 07:30:00,22.4,22.6,0.0,0.0,23.7,0.0,1.1,1.8
2020-07-30 07:40:00,22.4,22.6,0.0,0.0,23.6,0.0,1.8,2.5
2020-07-30 07:50:00,22.5,22.9,0.0,0.0,23.8,0.0,1.9,3.2
2020-07-30 08:00:00,22.5,22.7,0.0,0.0,23.8,0.0,2.2,3.1
2020-07-30 08:10:00,22.4,22.5,0.0,0.0,23.8,0.0,1.5,2.4
2020-07-30 08:20:00,22.4,22.6,0.0,0.0,23.6,1.0,1.7,2.8
2020-07-30 08:30:00,22.3,22.5,0.0,0.0,23.7,0.0,2.3,3.7
2020-07-30 08:40:00,22.5,22.8,0.0,0.0,23.4,0.0,3.2,4.9
2020-07-30 08:50:00,22.2,22.6,0.0,0.0,23.3,0.0,2.9,4.7
2020-07-30 09:00:00,22.3,22.5,0.2,0.0,23.4,0.0,2.6,4.3
2020-07-30 09:10:00,22.5,22.8,0.2,0.0,23.2,0.0,2.7,4.4
2020-07-30 09:20:00,22.7,23.0,0.6,0.0,23.4,0.0,2.9,4.3
2020-07-30 09:30:00,23.0,23.6,0.2,0.0,23.4,0.0,3.0,5.4
2020-07-30 09:40:00,23.2,23.9,0.0,0.0,23.6,0.0,3.0,4.7
2020-07-30 09:50:00,24.3,25.7,0.0,0.0,23.6,0.0,3.5,5.2
2020-07-30 10:00:00,25.1,26.6,0.0,0.0,23.7,0.0,3.5,5.5
2020-07-30 10:10:00,24.9,26.1,0.0,0.0,23.9,0.0,3.6,5.5
2020-07-30 10:20:00,25.0,26.1,0.0,0.0,23.9,0.0,2.7,4.5
2020-07-30 10:30:00,25.9,26.8,0.0,0.0,23.8,0.0,2.5,4.4
2020-07-30 10:40:00,24.8,25.7,0.0,0.0,23.9,0.0,3.0,4.6
2020-07-30 10:50:00,24.5,25.1,0.0,0.0,24.1,0.0,2.7,4.6
2020-07-30 11:00:00,25.8,27.0,0.0,0.0,24.1,0.0,2.3,4.3
2020-07-30 11:10:00,26.0,26.9,0.0,0.0,24.5,0.0,2.2,3.7
2020-07-30 11:20:00,26.1,26.6,0.0,0.0,24.7,0.0,2.5,4.1
2020-07-30 11:30:00,25.7,26.7,0.0,0.1,25.0,0.0,2.9,4.6
2020-07-30 11:40:00,25.5,26.3,0.0,0.0,25.1,0.0,2.8,4.4
2020-07-30 11:50:00,25.4,26.6,0.0,0.0,24.8,0.0,2.8,4.6
2020-07-30 12:00:00,26.5,28.3,0.0,0.0,24.9,0.0,2.0,3.4
2020-07-30 12:10:00,26.8,28.5,0.0,0.2,24.8,0.0,2.1,3.4
2020-07-30 12:20:00,27.4,28.9,0.0,0.3,25.1,0.0,1.9,3.2
2020-07-30 12:30:00,27.5,28.7,0.0,0.5,25.0,0.0,2.4,3.5
2020-07-30 12:40:00,28.3,29.2,0.0,0.6,25.3,0.0,1.8,3.0
2020-07-30 12:50:00,28.1,29.3,0.0,0.5,25.4,0.0,1.9,3.5
2020-07-30 13:00:00,29.6,31.4,0.0,0.4,25.5,0.0,2.1,3.3
2020-08-03 11:00:00,33.2,37.7,0.0,0.2,29.2,0.0,2.6,4.5
2020-08-03 11:10:00,34.1,42.0,0.0,1.2,29.3,0.0,3.1,4.8
2020-08-03 11:20:00,33.4,31.5,0.0,1.6,29.4,0.0,3.1,4.8
2020-08-03 11:30:00,32.2,31.2,0.0,2.0,29.7,0.0,3.7,5.6
2020-08-03 11:40:00,32.6,31.2,0.0,2.2,30.4,0.0,3.4,5.6
2020-08-03 11:50:00,33.1,31.3,0.0,2.0,29.9,0.0,3.9,6.1
2020-08-03 12:00:00,32.8,31.5,0.0,2.4,30.2,0.0,3.1,5.3
2020-08-03 12:10:00,31.7,31.6,0.0,2.9,30.0,0.0,3.6,5.2
2020-08-03 12:20:00,31.2,31.7,0.0,2.6,30.4,0.0,2.9,5.0
2020-08-03 12:30:00,31.6,31.8,0.0,2.6,29.8,0.0,3.2,6.4
2020-08-03 12:40:00,31.7,31.9,0.0,2.2,30.2,0.0,3.3,5.4
2020-08-03 12:50:00,31.5,32.0,0.0,2.6,29.4,0.0,3.2,5.2
2020-08-03 13:00:00,31.4,32.0,0.0,2.4,29.5,0.0,3.5,5.7
2020-08-03 13:10:00,30.7,32.1,0.0,2.8,29.3,0.0,3.9,5.3
2020-08-03 13:20:00,30.8,32.1,0.0,2.5,29.9,0.0,3.3,5.3
2020-08-03 13:30:00,30.5,32.1,0.0,2.4,30.2,0.0,3.9,5.9
2020-08-03 13:40:00,33.0,32.2,0.0,2.0,30.6,0.0,3.6,5.8
2020-08-03 13:50:00,32.4,32.4,0.0,2.1,30.1,0.0,3.8,5.5
2020-08-03 14:00:00,32.6,32.6,0.0,2.0,30.0,0.0,3.1,5.2
2020-08-03 14:10:00,32.3,32.8,0.0,2.9,29.5,0.0,3.9,6.7
2020-08-03 14:20:00,32.0,33.0,0.0,2.4,29.2,0.0,4.2,5.6
2020-08-03 14:30:00,30.5,33.0,0.0,2.8,29.2,0.0,4.2,5.8
2020-08-03 14:40:00,30.7,33.0,0.0,2.8,29.3,0.0,4.0,5.7
2020-08-03 14:50:00,30.8,32.9,0.0,2.2,29.2,0.0,3.6,5.5
2020-08-03 15:00:00,30.9,32.9,0.0,2.1,29.9,0.0,4.1,6.4
2020-08-03 15:10:00,30.8,32.8,0.0,2.2,28.8,0.0,4.2,6.2
2020-08-03 15:20:00,31.9,32.8,0.0,2.1,28.7,0.0,4.0,6.0
2020-08-03 15:30:00,30.6,32.8,0.0,2.5,28.8,0.0,3.7,5.6
2020-08-03 15:40:00,30.0,32.8,0.0,2.9,28.9,0.0,4.3,6.5
2020-08-03 15:50:00,30.1,32.7,0.0,2.4,28.6,0.0,4.1,6.7
2020-08-03 16:00:00,31.2,32.7,0.0,2.4,29.3,0.0,4.2,6.3
2020-08-03 16:10:00,30.4,32.7,0.0,2.6,28.5,0.0,4.2,6.7
2020-08-03 16:20:00,30.1,32.6,0.0,2.5,28.3,0.0,4.4,6.0
2020-08-03 16:30:00,30.0,32.6,0.0,2.3,28.2,0.0,4.5,7.8
2020-08-03 16:40:00,29.3,32.5,0.0,1.9,27.9,0.0,5.0,6.8
2020-08-03 16:50:00,29.1,32.4,0.0,1.8,28.0,0.0,4.2,6.8
2020-08-03 17:00:00,28.6,32.3,0.0,1.7,27.8,0.0,3.3,5.5
2020-08-03 17:10:00,28.6,32.1,0.0,1.6,27.8,0.0,3.4,5.4
2020-08-03 17:20:00,28.4,32.0,0.0,1.8,27.7,0.0,3.3,5.5
2020-08-03 17:30:00,28.4,31.8,0.0,1.2,27.7,0.0,3.3,5.3
2020-08-03 17:40:00,28.2,31.7,0.0,1.7,27.6,0.0,3.1,4.7
2020-08-03 17:50:00,28.1,31.6,0.0,1.5,27.6,0.0,3.8,5.4
2020-08-03 18:00:00,28.2,31.5,0.0,1.3,27.5,0.0,3.5,5.3
2020-08-03 18:10:00,27.8,31.4,0.0,1.2,27.4,0.0,3.1,4.6
2020-08-03 18:20:00,27.6,31.2,0.0,1.2,27.2,0.0,3.6,4.7
2020-08-03 18:30:00,27.3,31.1,0.0,0.7,27.1,0.0,3.2,5.3
2020-08-03 18:40:00,27.2,31.0,0.0,0.6,26.9,0.0,2.7,4.0
2020-08-03 18:50:00,27.0,30.9,0.0,0.3,26.9,0.0,2.8,4.3
2020-08-03 19:00:00,27.0,30.8,0.0,0.3,26.8,0.0,2.4,3.2
2020-08-03 19:10:00,26.8,30.7,0.0,0.8,27.0,0.0,2.9,4.5
2020-08-03 19:20:00,26.8,30.5,0.0,0.0,27.1,0.0,2.0,3.4
2020-08-03 19:30:00,26.8,30.4,0.0,0.7,27.1,0.0,1.5,2.9
2020-08-03 19:40:00,26.8,30.4,0.0,0.1,27.0,0.0,1.7,2.5
2020-08-03 19:50:00,26.8,30.3,0.0,0.0,27.0,0.0,1.9,3.1
2020-08-03 20:00:00,26.8,30.2,0.0,0.0,27.1,0.0,2.1,3.1
2020-08-03 20:10:00,26.8,30.1,0.0,0.0,26.9,0.0,2.3,3.7
2020-08-03 20:20:00,26.7,30.0,0.0,0.0,26.9,0.0,2.2,3.9
2020-08-03 20:30:00,26.8,30.0,0.0,0.6,26.8,0.0,2.2,3.5
2020-08-03 20:40:00,26.8,29.9,0.0,0.1,26.7,0.0,2.7,3.9
2020-08-03 20:50:00,26.6,29.8,0.0,0.0,26.7,0.0,2.5,3.8
2020-08-03 21:00:00,26.5,29.8,0.0,0.0,26.6,0.0,2.4,3.7
2020-08-03 21:10:00,26.4,29.7,0.0,0.0,26.6,0.0,2.4,3.8
2020-08-03 21:20:00,26.4,29.6,0.0,0.0,26.5,0.0,2.1,3.4
2020-08-03 21:30:00,26.3,29.5,0.0,0.0,26.5,0.0,1.7,2.5
2020-08-03 21:40:00,26.1,29.5,0.0,0.0,26.3,0.0,2.0,2.6
2020-08-03 21:50:00,26.1,29.4,0.0,0.0,26.2,0.0,1.8,2.6
2020-08-03 22:00:00,26.1,29.3,0.0,0.0,26.1,0.0,1.4,2.2
2020-08-03 22:10:00,26.1,29.3,0.0,0.0,26.1,0.0,1.7,2.3
2020-08-03 22:20:00,26.2,29.2,0.0,0.0,26.1,0.0,1.6,2.0
2020-08-03 22:30:00,26.3,29.2,0.0,0.0,26.1,0.0,1.4,2.3
2020-08-03 22:40:00,26.4,29.2,0.0,0.0,26.2,0.0,1.7,2.4
2020-08-03 22:50:00,26.1,29.1,0.0,0.0,26.3,0.0,1.8,2.9
2020-08-03 23:00:00,26.1,29.1,0.0,0.0,26.2,0.0,1.9,2.3
2020-08-03 23:10:00,25.8,29.0,0.0,0.0,26.2,0.0,1.8,2.3
2020-08-03 23:20:00,25.8,29.0,0.0,0.0,26.2,0.0,1.8,2.8
2020-08-03 23:30:00,25.8,28.9,0.0,0.0,26.1,0.0,1.9,2.7
2020-08-03 23:40:00,25.7,28.9,0.0,0.0,26.1,0.0,1.9,2.6
2020-08-03 23:50:00,25.7,28.8,0.0,0.0,26.2,0.0,1.7,2.3
2020-08-04 00:00:00,25.7,28.8,0.0,0.0,26.3,0.0,1.5,2.2
2020-08-04 00:10:00,25.8,28.7,0.0,0.0,26.4,0.0,1.4,2.1
2020-08-04 00:20:00,25.8,28.7,0.0,0.3,26.6,0.0,1.5,2.8
2020-08-04 00:30:00,25.6,28.6,0.0,0.0,26.6,0.0,1.6,2.7
2020-08-04 00:40:00,25.6,28.6,0.0,0.0,26.4,0.0,1.5,2.0
2020-08-04 00:50:00,25.6,28.5,0.0,0.0,26.3,0.0,1.7,3.0
2020-08-04 01:00:00,25.5,28.5,0.0,0.0,26.5,0.0,1.5,2.2
2020-08-04 01:10:00,25.4,28.4,0.0,0.0,26.4,0.0,1.7,2.9
2020-08-04 01:20:00,25.4,28.4,0.0,0.0,26.2,0.0,1.7,2.1
2020-08-04 01:30:00,25.5,28.4,0.0,0.0,26.4,0.0,1.7,2.7
2020-08-04 01:40:00,25.4,28.3,0.0,0.0,26.2,0.0,1.8,2.7
2020-08-04 01:50:00,25.3,28.3,0.0,0.0,26.3,0.0,1.9,3.0
2020-08-04 02:00:00,25.4,28.2,0.0,0.0,26.3,0.0,1.8,2.8
2020-08-04 02:10:00,25.4,28.2,0.0,0.0,26.1,0.0,1.6,2.4
2020-08-04 02:20:00,25.4,28.2,0.0,0.0,26.0,0.0,1.7,2.6
2020-08-04 02:30:00,25.4,28.1,0.0,0.0,25.6,0.0,1.7,2.2
2020-08-04 02:40:00,25.3,28.1,0.0,0.0,25.4,0.0,1.9,2.5
2020-08-04 02:50:00,25.3,28.1,0.0,0.0,25.4,0.0,1.6,2.4
2020-08-04 03:00:00,25.3,28.0,0.0,0.1,25.4,0.0,1.6,2.0
2020-08-04 03:10:00,25.3,28.0,0.0,0.2,25.2,0.0,1.7,2.2
2020-08-04 03:20:00,25.2,28.0,0.0,0.2,25.2,0.0,1.9,2.3
2020-08-04 03:30:00,25.1,27.9,0.0,0.0,25.1,0.0,1.4,2.1
2020-08-04 03:40:00,25.1,27.9,0.0,0.0,25.1,0.0,1.5,1.9
2020-08-04 03:50:00,25.3,27.9,0.0,0.1,25.1,0.0,1.2,1.7
2020-08-04 04:00:00,25.3,27.8,0.0,0.2,25.1,0.0,1.1,1.7
2020-08-04 04:10:00,25.2,27.8,0.0,0.0,25.2,0.0,1.1,1.4
2020-08-04 04:20:00,25.2,27.8,0.0,0.0,25.1,0.0,1.4,1.8
2020-08-04 04:30:00,25.2,27.7,0.0,0.0,25.3,0.0,2.0,2.5
2020-08-04 04:40:00,25.2,27.7,0.0,0.1,25.2,0.0,1.6,2.0
2020-08-04 04:50:00,25.1,27.7,0.0,0.0,25.3,0.0,1.5,1.8
2020-08-04 05:00:00,25.1,27.7,0.0,0.0,25.2,0.0,1.5,1.9
2020-08-04 05:10:00,25.2,27.6,0.0,0.0,25.0,0.0,1.9,2.1
2020-08-04 05:20:00,25.3,27.6,0.0,0.0,25.1,0.0,1.7,2.1
2020-08-04 05:30:00,25.5,27.6,0.0,0.0,25.4,0.0,1.2,1.6
2020-08-04 05:40:00,26.1,27.6,0.0,0.0,25.8,0.0,1.3,2.2
2020-08-04 05:50:00,26.7,27.6,0.0,0.3,26.1,0.0,1.5,2.1
2020-08-04 06:00:00,27.3,27.6,0.0,0.1,26.2,0.0,1.8,2.3
2020-08-04 06:10:00,27.6,27.6,0.0,0.2,26.3,0.0,1.7,2.1
2020-08-04 06:20:00,27.1,27.7,0.0,0.3,26.5,0.0,1.9,2.3
2020-08-04 06:30:00,27.8,27.7,0.0,0.0,27.1,0.0,1.6,2.3
2020-08-04 06:40:00,28.3,27.7,0.0,0.6,27.5,0.0,1.3,1.9
2020-08-04 06:50:00,29.1,27.8,0.0,0.9,28.0,0.0,1.2,2.1
2020-08-04 07:00:00,29.5,27.8,0.0,0.7,27.9,0.0,1.3,2.2
2020-08-04 07:10:00,30.2,27.9,0.0,0.9,28.3,0.0,1.3,1.8
2020-08-04 07:20:00,30.5,28.0,0.0,1.4,28.8,0.0,1.1,1.7
2020-08-04 07:30:00,31.8,28.2,0.0,1.2,29.3,0.0,1.2,1.8
2020-08-04 07:40:00,31.4,28.3,0.0,0.7,29.1,0.0,1.0,1.7
2020-08-04 07:50:00,32.1,28.4,0.0,1.5,29.5,0.0,0.8,1.6
2020-08-04 08:00:00,31.3,28.6,0.0,2.1,28.9,0.0,1.1,1.9
2020-08-04 08:10:00,31.9,28.8,0.0,1.8,29.0,0.0,1.2,1.7
2020-08-04 08:20:00,31.3,29.0,0.0,1.5,29.0,0.0,0.9,1.5
2020-08-04 08:30:00,34.2,29.2,0.0,0.7,29.1,0.0,0.9,2.3
2020-08-04 08:40:00,32.9,29.3,0.0,0.7,29.1,0.0,1.4,2.2
2020-08-04 08:50:00,33.4,29.5,0.0,0.9,29.3,0.0,2.1,3.5
2020-08-04 09:00:00,34.2,29.7,0.0,1.2,29.2,0.0,2.1,3.6
2020-08-04 09:10:00,35.3,29.9,0.0,0.7,29.5,0.0,1.9,2.9
2020-08-04 09:20:00,33.9,30.1,0.0,1.1,30.1,0.0,1.8,3.8
2020-08-04 09:30:00,34.2,30.3,0.0,1.8,29.8,0.0,2.2,3.9
2020-08-04 09:40:00,34.5,30.6,0.0,2.4,29.8,0.0,2.5,3.7
2020-08-04 09:50:00,34.8,30.8,0.0,2.4,30.1,0.0,2.5,3.7
2020-08-04 10:00:00,33.3,30.9,0.0,1.8,30.1,0.0,2.4,3.6
2020-08-04 10:10:00,34.4,31.1,0.0,2.3,31.0,0.0,2.4,3.9
2020-08-04 10:20:00,35.0,31.3,0.0,1.8,31.1,0.0,3.0,4.5
2020-08-04 10:30:00,33.8,31.5,0.0,2.5,30.8,0.0,3.5,5.0
2020-08-04 10:40:00,33.5,31.7,0.0,2.4,30.4,0.0,3.7,5.0
2020-08-04 10:50:00,34.2,31.8,0.0,2.1,30.8,0.0,3.1,4.5
2020-08-04 11:00:00,35.2,32.0,0.0,2.1,31.1,0.0,2.8,4.1
2020-08-04 11:10:00,34.3,32.3,0.0,2.0,30.5,0.0,3.0,4.2
2020-08-04 11:20:00,34.7,32.5,0.0,2.1,30.5,0.0,3.3,4.9
2020-08-04 11:30:00,33.9,32.6,0.0,2.5,30.7,0.0,3.0,4.5
2020-08-04 11:40:00,33.6,32.8,0.0,2.4,30.9,0.0,2.8,3.9
2020-08-04 11:50:00,34.2,32.9,0.0,2.2,31.2,0.0,3.0,4.6
2020-08-04 12:00:00,34.4,33.0,0.0,2.3,30.9,0.0,3.2,4.7
2020-08-04 12:10:00,32.8,33.2,0.0,2.6,31.3,0.0,3.1,4.8
2020-08-04 12:20:00,33.7,33.3,0.0,2.4,31.5,0.0,2.6,4.0
2020-08-04 12:30:00,33.8,33.5,0.0,2.6,31.6,0.0,3.3,5.4
2020-08-04 12:40:00,34.5,33.7,0.0,2.4,31.6,0.0,3.4,5.5
2020-08-04 12:50:00,33.9,33.9,0.0,2.6,31.4,0.0,3.4,5.5
2020-08-04 13:00:00,33.6,34.0,0.0,3.0,31.5,0.0,3.3,5.3
2020-08-04 13:10:00,33.9,34.2,0.0,2.6,31.4,0.0,3.6,5.5
2020-08-04 13:20:00,34.4,34.3,0.0,2.6,31.6,0.0,3.5,6.2
2020-08-04 13:30:00,34.1,34.4,0.0,2.5,31.5,0.0,3.9,5.5
2020-08-04 13:40:00,33.5,34.5,0.0,2.5,31.4,0.0,3.9,5.9
2020-08-04 13:50:00,32.8,34.6,0.0,3.0,30.9,0.0,3.6,5.7
2020-08-04 14:00:00,33.1,34.6,0.0,2.8,31.4,0.0,3.9,5.9
2020-08-04 14:10:00,34.4,34.7,0.0,2.4,31.6,0.0,3.6,6.0
2020-08-04 14:20:00,34.0,34.8,0.0,2.6,31.4,0.0,3.9,6.1
2020-08-04 14:30:00,33.5,34.8,0.0,2.7,31.4,0.0,4.1,6.6
2020-08-04 14:40:00,33.6,34.9,0.0,2.5,31.5,0.0,3.6,6.0
2020-08-04 14:50:00,33.1,34.9,0.0,2.7,31.4,0.0,3.7,5.8
2020-08-04 15:00:00,33.6,34.9,0.0,2.3,31.2,0.0,3.3,4.8
2020-08-04 15:10:00,33.6,35.0,0.0,2.8,31.5,0.0,3.2,5.4
2020-08-04 15:20:00,33.5,35.0,0.0,2.3,31.4,0.0,3.3,5.0
2020-08-04 15:30:00,32.8,35.0,0.0,2.4,31.2,0.0,3.6,5.0
2020-08-04 15:40:00,32.7,34.9,0.0,2.3,31.2,0.0,3.9,5.7
2020-08-04 15:50:00,32.9,34.9,0.0,2.1,30.7,0.0,4.0,5.8
2020-08-04 16:00:00,32.3,34.8,0.0,2.3,30.5,0.0,3.8,5.6
2020-08-04 16:10:00,32.6,34.8,0.0,2.2,30.6,0.0,3.4,5.2
2020-08-04 16:20:00,32.7,34.7,0.0,1.9,30.4,0.0,3.6,5.6
2020-08-04 16:30:00,31.7,34.6,0.0,2.2,29.8,0.0,3.7,5.8
2020-08-04 16:40:00,31.9,34.6,0.0,1.8,29.7,0.0,4.1,6.3
2020-08-04 16:50:00,31.3,34.4,0.0,2.0,29.6,0.0,3.5,5.2
2020-08-04 17:00:00,31.0,34.3,0.0,1.9,29.2,0.0,3.6,5.2
2020-08-04 17:10:00,31.0,34.2,0.0,1.9,29.0,0.0,3.7,5.3
2020-08-04 17:20:00,30.5,34.1,0.0,1.8,28.8,0.0,3.2,4.5
2020-08-04 17:30:00,30.5,34.0,0.0,0.3,28.6,0.0,3.1,4.6
2020-08-04 17:40:00,29.7,33.8,0.0,1.3,28.4,0.0,3.0,4.5
2020-08-04 17:50:00,29.7,33.7,0.0,1.3,28.3,0.0,3.0,4.5
2020-08-04 18:00:00,29.4,33.5,0.0,0.1,27.9,0.0,3.9,5.1
2020-08-04 18:10:00,29.1,33.3,0.0,1.2,27.7,0.0,3.5,4.9
2020-08-04 18:20:00,28.6,33.2,0.0,0.4,27.4,0.0,2.7,4.6
2020-08-04 18:30:00,27.9,33.0,0.0,0.0,27.2,0.0,3.2,4.3
2020-08-04 18:40:00,27.5,32.8,0.0,0.0,26.9,0.0,2.2,3.4
2020-08-04 18:50:00,27.3,32.6,0.0,0.0,27.1,0.0,2.9,4.9
2020-08-04 19:00:00,27.1,32.4,0.0,0.4,27.1,0.0,2.5,3.7
2020-08-04 19:10:00,27.0,32.3,0.0,0.3,27.0,0.0,1.9,3.3
2020-08-04 19:20:00,26.8,32.1,0.0,0.1,27.1,0.0,1.9,2.9
2020-08-04 19:30:00,26.6,32.0,0.0,0.3,27.1,0.0,2.1,3.4
2020-08-04 19:40:00,26.8,31.8,0.0,0.0,27.3,0.0,2.1,3.4
2020-08-04 19:50:00,26.8,31.7,0.0,0.0,27.1,0.0,1.7,3.0
2020-08-04 20:00:00,26.6,31.6,0.0,0.0,27.0,0.0,1.7,3.2
2020-08-04 20:10:00,26.3,31.5,0.0,0.0,26.8,0.0,1.9,2.8
2020-08-04 20:20:00,26.2,31.3,0.0,0.0,26.7,0.0,1.8,2.6
2020-08-04 20:30:00,26.2,31.2,0.0,0.0,26.7,0.0,1.8,2.8
2020-08-04 20:40:00,26.0,31.1,0.0,0.0,26.7,0.0,1.9,2.8
2020-08-04 20:50:00,25.9,31.0,0.0,0.0,26.7,0.0,1.5,1.8
2020-08-04 21:00:00,26.1,30.9,0.0,0.0,26.6,0.0,1.7,2.2
2020-08-04 21:10:00,25.8,30.8,0.0,0.0,26.4,0.0,1.7,2.5
2020-08-04 21:20:00,25.7,30.7,0.0,0.0,26.4,0.0,1.8,2.5
2020-08-04 21:30:00,25.7,30.6,0.0,0.0,26.4,0.0,1.6,2.0
2020-08-04 21:40:00,25.6,30.5,0.0,0.0,26.4,0.0,1.5,1.9
2020-08-04 21:50:00,25.5,30.4,0.0,0.0,26.4,0.0,1.7,2.3
2020-08-04 22:00:00,25.4,30.3,0.0,0.0,26.3,0.0,1.8,2.3
2020-08-04 22:10:00,25.4,30.2,0.0,0.0,26.2,0.0,1.6,2.1
2020-08-04 22:20:00,25.3,30.1,0.0,0.0,26.2,0.0,1.3,1.9
2020-08-04 22:30:00,25.3,30.0,0.0,0.0,26.2,0.0,1.5,2.0
2020-08-04 22:40:00,25.3,30.0,0.0,0.0,26.3,0.0,2.1,3.2
2020-08-04 22:50:00,25.2,29.9,0.0,0.0,26.3,0.0,2.1,3.3
2020-08-04 23:00:00,25.1,29.8,0.0,0.0,26.1,0.0,1.9,2.6
2020-08-04 23:10:00,25.2,29.7,0.0,0.0,26.1,0.0,1.8,2.6
2020-08-04 23:20:00,25.2,29.7,0.0,0.0,25.9,0.0,1.5,2.2
2020-08-04 23:30:00,25.3,29.6,0.0,0.0,25.9,0.0,1.6,2.3
2020-08-04 23:40:00,25.5,29.6,0.0,0.0,26.1,0.0,1.7,2.3
2020-08-04 23:50:00,25.6,29.5,0.0,0.0,26.2,0.0,1.6,2.4
2020-08-05 00:00:00,25.4,29.5,0.0,0.0,26.2,0.0,1.3,1.9
2020-08-05 00:10:00,25.2,29.4,0.0,0.0,26.2,0.0,1.4,2.8
2020-08-05 00:20:00,25.3,29.4,0.0,0.0,26.4,0.0,1.9,3.0
2020-08-05 00:30:00,25.4,29.3,0.0,0.0,26.0,0.0,1.3,2.0
2020-08-05 00:40:00,25.4,29.3,0.0,0.0,25.8,0.0,1.4,1.9
2020-08-05 00:50:00,25.4,29.3,0.0,0.0,25.6,0.0,1.5,2.4
2020-08-05 01:00:00,25.4,29.2,0.0,0.0,25.5,0.0,1.7,2.1
2020-08-05 01:10:00,25.3,29.2,0.0,0.0,25.5,0.0,1.5,1.9
2020-08-05 01:20:00,25.3,29.1,0.0,0.0,25.5,0.0,1.5,1.9
2020-08-05 01:30:00,25.3,29.1,0.0,0.0,25.5,0.0,1.4,1.8
2020-08-05 01:40:00,25.2,29.0,0.0,0.0,25.1,0.0,1.1,1.6
2020-08-05 01:50:00,25.4,29.0,0.0,0.0,25.0,0.0,1.5,2.0
2020-08-05 02:00:00,25.3,29.0,0.0,0.0,25.3,0.0,1.9,2.5
2020-08-05 02:10:00,25.3,28.9,0.0,0.0,25.1,0.0,1.9,2.4
2020-08-05 02:20:00,25.3,28.9,0.0,0.0,25.2,0.0,2.0,2.4
