,温度1,温度2,降水量1,風速1,気温,降水量,風速平均,風速最大
2020-08-11 15:40:00,33.9,37.3,0.0,2.1,31.1,0.0,4.3,7.0
2020-08-11 15:50:00,33.0,37.3,0.0,3.0,31.1,0.0,4.1,6.4
2020-08-11 16:00:00,33.1,37.3,0.0,2.7,30.5,0.0,4.3,6.5
2020-08-11 16:10:00,33.2,37.3,0.0,2.1,30.7,0.0,4.1,6.0
2020-08-11 16:20:00,33.3,37.3,0.0,1.7,30.4,0.0,4.0,7.1
2020-08-11 16:30:00,32.6,37.2,0.0,2.0,30.0,0.0,4.3,6.7
2020-08-11 16:40:00,32.7,37.2,0.0,2.0,30.7,0.0,3.4,5.0
2020-08-11 16:50:00,32.3,37.1,0.0,2.1,30.0,0.0,4.1,6.0
2020-08-11 17:00:00,32.2,37.0,0.0,1.8,30.2,0.0,3.3,4.8
2020-08-11 17:10:00,32.1,36.9,0.0,1.7,30.1,0.0,2.9,4.7
2020-08-11 17:20:00,31.6,36.8,0.0,1.8,30.1,0.0,2.5,3.9
2020-08-11 17:30:00,30.9,36.6,0.0,1.7,29.9,0.0,2.8,3.8
2020-08-11 17:40:00,31.1,36.5,0.0,1.4,30.0,0.0,2.8,4.2
2020-08-11 17:50:00,30.6,36.3,0.0,1.6,29.8,0.0,2.8,4.2
2020-08-11 18:00:00,30.7,36.1,0.0,0.8,29.5,0.0,2.9,4.7
2020-08-11 18:10:00,30.2,35.9,0.0,0.9,29.5,0.0,2.8,4.5
2020-08-11 18:20:00,29.3,35.7,0.0,1.1,29.2,0.0,2.8,4.2
2020-08-11 18:30:00,28.9,35.5,0.0,1.0,28.9,0.0,2.7,4.8
2020-08-11 18:40:00,28.7,35.3,0.0,1.3,28.8,0.0,2.6,5.1
2020-08-11 18:50:00,28.6,35.1,0.0,0.9,28.7,0.0,3.2,5.3
2020-08-11 19:00:00,28.4,34.9,0.0,0.8,28.5,0.0,2.9,4.3
2020-08-11 19:10:00,28.3,34.7,0.0,1.0,28.6,0.0,2.0,2.9
2020-08-11 19:20:00,28.2,34.5,0.0,1.1,28.5,0.0,2.1,3.5
2020-08-11 19:30:00,28.1,34.3,0.0,1.2,28.4,0.0,2.7,4.0
2020-08-11 19:40:00,28.0,34.2,0.0,0.2,28.3,0.0,2.3,4.0
2020-08-11 19:50:00,28.0,34.0,0.0,0.1,28.2,0.0,2.3,3.5
2020-08-11 20:00:00,28.0,33.9,0.0,0.1,28.3,0.0,2.7,3.9
2020-08-11 20:10:00,27.9,33.7,0.0,0.6,28.1,0.0,2.2,3.5
2020-08-11 20:20:00,27.8,33.6,0.0,0.2,28.1,0.0,1.7,2.7
2020-08-11 20:30:00,27.7,33.5,0.0,0.6,28.1,0.0,1.8,2.9
2020-08-11 20:40:00,27.7,33.4,0.0,0.5,27.9,0.0,1.8,2.6
2020-08-11 20:50:00,27.6,33.2,0.0,0.1,27.9,0.0,1.4,2.4
2020-08-11 21:00:00,27.6,33.1,0.0,0.2,27.8,0.0,1.6,2.2
2020-08-11 21:10:00,27.6,33.0,0.0,0.6,27.8,0.0,1.5,2.1
2020-08-11 21:20:00,27.3,32.9,0.0,0.7,27.9,0.0,1.4,2.0
2020-08-11 21:30:00,27.3,32.8,0.0,0.0,27.7,0.0,0.9,1.3
2020-08-11 21:40:00,27.2,32.7,0.0,0.0,27.5,0.0,1.7,2.3
2020-08-11 21:50:00,27.5,32.6,0.0,0.0,27.4,0.0,1.3,1.8
2020-08-11 22:00:00,27.3,32.6,0.0,0.0,27.5,0.0,1.3,1.8
2020-08-11 22:10:00,27.4,32.5,0.0,0.0,27.6,0.0,1.4,1.9
2020-08-11 22:20:00,27.3,32.4,0.0,0.0,27.5,0.0,1.3,1.8
2020-08-11 22:30:00,27.4,32.3,0.0,0.0,27.5,0.0,1.0,1.6
2020-08-11 22:40:00,27.4,32.2,0.0,0.0,27.6,0.0,0.5,1.3
2020-08-11 22:50:00,27.4,32.2,0.0,0.0,27.4,0.0,1.1,1.5
2020-08-11 23:00:00,27.3,32.1,0.0,0.0,27.4,0.0,1.4,1.9
2020-08-11 23:10:00,27.3,32.0,0.0,0.0,27.5,0.0,1.4,1.6
2020-08-11 23:20:00,27.3,31.9,0.0,0.0,27.5,0.0,0.8,1.5
2020-08-11 23:30:00,27.3,31.9,0.0,0.0,27.4,0.0,1.4,1.8
2020-08-11 23:40:00,27.2,31.8,0.0,0.0,27.4,0.0,1.5,1.9
2020-08-11 23:50:00,27.3,31.7,0.0,0.0,27.2,0.0,1.6,2.0
2020-08-12 00:00:00,27.4,31.7,0.0,0.0,27.3,0.0,1.5,1.9
2020-08-12 00:10:00,27.0,31.6,0.0,0.0,27.3,0.0,1.9,2.5
2020-08-12 00:20:00,27.2,31.6,0.0,0.0,27.3,0.0,1.7,2.1
2020-08-12 00:30:00,26.8,31.5,0.0,0.0,27.2,0.0,1.8,2.4
2020-08-12 00:40:00,26.9,31.5,0.0,0.0,27.5,0.0,2.1,2.5
2020-08-12 00:50:00,26.9,31.4,0.0,0.0,27.3,0.0,1.5,2.3
2020-08-12 01:00:00,26.9,31.3,0.0,0.0,27.0,0.0,0.8,1.3
2020-08-12 01:10:00,26.7,31.3,0.0,0.0,27.0,0.0,1.0,1.5
2020-08-12 01:20:00,26.7,31.2,0.0,0.0,26.3,0.0,0.7,1.4
2020-08-12 01:30:00,26.7,31.2,0.0,0.0,26.8,0.0,0.2,0.7
2020-08-12 01:40:00,26.7,31.1,0.0,0.0,26.8,0.0,0.2,0.7
2020-08-12 01:50:00,26.7,31.1,0.0,0.0,26.8,0.0,0.6,0.8
2020-08-12 02:00:00,26.5,31.0,0.0,0.0,26.8,0.0,0.4,0.8
2020-08-12 02:10:00,26.6,31.0,0.0,0.0,26.5,0.0,0.4,1.0
2020-08-12 02:20:00,26.6,30.9,0.0,0.0,26.3,0.0,0.8,1.1
2020-08-12 02:30:00,26.6,30.9,0.0,0.0,26.3,0.0,0.3,0.8
2020-08-12 02:40:00,26.6,30.8,0.0,0.0,26.1,0.0,0.0,0.0
2020-08-12 02:50:00,26.4,30.8,0.0,0.0,26.3,0.0,0.0,0.0
2020-08-12 03:00:00,26.5,30.8,0.0,0.0,26.4,0.0,0.0,0.2
2020-08-12 03:10:00,26.5,30.7,0.0,0.0,26.1,0.0,0.0,0.0
2020-08-12 03:20:00,26.5,30.7,0.0,0.0,26.1,0.0,0.1,0.8
2020-08-12 03:30:00,26.1,30.6,0.0,0.0,26.2,0.0,0.8,1.2
2020-08-12 03:40:00,26.1,30.6,0.0,0.0,26.0,0.0,0.5,1.3
2020-08-12 03:50:00,26.4,30.5,0.0,0.0,25.6,0.0,0.5,1.4
2020-08-12 04:00:00,26.2,30.5,0.0,0.0,26.5,0.0,1.0,3.4
2020-08-12 04:10:00,26.3,30.4,0.0,0.0,27.1,0.0,3.4,6.0
2020-08-12 04:20:00,26.7,30.4,0.0,0.0,27.4,0.0,3.3,5.8
2020-08-12 04:30:00,27.1,30.4,0.0,0.8,27.4,0.0,3.3,6.1
2020-08-12 04:40:00,27.3,30.3,0.0,1.4,27.6,0.0,3.1,5.3
2020-08-12 04:50:00,27.4,30.3,0.0,1.4,27.5,0.0,2.2,4.3
2020-08-12 05:00:00,27.2,30.2,0.0,1.6,27.5,0.0,2.8,4.6
2020-08-12 05:10:00,27.1,30.2,0.0,1.3,27.4,0.0,2.2,4.4
2020-08-12 05:20:00,27.5,30.2,0.0,1.5,27.7,0.0,2.5,4.7
2020-08-12 05:30:00,27.6,30.1,0.0,1.6,27.7,0.0,3.3,4.7
2020-08-12 05:40:00,27.9,30.1,0.0,1.7,28.0,0.0,3.8,5.9
2020-08-12 05:50:00,28.6,30.1,0.0,1.9,28.2,0.0,4.0,7.5
2020-08-12 06:00:00,28.8,30.1,0.0,1.8,28.3,0.0,4.2,7.9
2020-08-12 06:10:00,29.2,30.0,0.0,2.1,28.4,0.0,2.9,5.1
2020-08-12 06:20:00,29.4,30.0,0.0,2.4,28.7,0.0,3.0,5.2
2020-08-12 06:30:00,29.9,30.0,0.0,3.1,28.9,0.0,2.7,5.4
2020-08-12 06:40:00,30.1,30.0,0.0,3.5,28.9,0.0,4.0,6.2
2020-08-12 06:50:00,30.3,30.1,0.0,3.7,29.1,0.0,5.0,7.4
2020-08-12 07:00:00,30.5,30.1,0.0,4.0,29.3,0.0,4.7,7.0
2020-08-12 07:10:00,30.7,30.1,0.0,3.6,29.5,0.0,4.8,8.0
2020-08-12 07:20:00,30.8,30.1,0.0,5.2,29.8,0.0,4.0,7.1
2020-08-12 07:30:00,30.8,30.2,0.0,5.0,29.9,0.0,4.4,6.8
2020-08-12 07:40:00,31.0,30.2,0.0,5.1,30.1,0.0,4.0,6.3
2020-08-12 07:50:00,31.4,30.3,0.0,5.2,30.4,0.0,3.5,5.4
2020-08-12 08:00:00,31.1,30.4,0.0,5.2,30.5,0.0,3.8,5.6
2020-08-12 08:10:00,31.1,30.5,0.0,5.6,30.6,0.0,4.3,6.3
2020-08-12 08:20:00,31.2,30.6,0.0,5.8,30.7,0.0,4.2,6.3
2020-08-12 08:30:00,32.1,30.7,0.0,5.1,30.8,0.0,4.1,6.9
2020-08-12 08:40:00,32.0,30.8,0.0,4.8,31.1,0.0,4.2,6.3
2020-08-12 08:50:00,32.2,30.9,0.0,4.9,30.8,0.0,5.0,6.8
2020-08-12 09:00:00,32.5,31.1,0.0,4.7,31.5,0.0,4.3,7.2
2020-08-12 09:10:00,32.4,31.3,0.0,5.2,32.0,0.0,4.1,6.8
2020-08-12 09:20:00,33.2,31.5,0.0,5.1,32.0,0.0,3.4,6.0
2020-08-12 09:30:00,32.8,31.7,0.0,5.4,32.1,0.0,4.5,6.6
2020-08-12 09:40:00,32.9,31.9,0.0,5.4,32.1,0.0,4.5,7.1
2020-08-12 09:50:00,33.5,32.1,0.0,5.2,32.2,0.0,5.1,7.0
2020-08-12 10:00:00,33.2,32.4,0.0,5.1,32.6,0.0,4.9,7.4
2020-08-12 10:10:00,33.8,32.6,0.0,4.9,32.9,0.0,4.6,7.9
2020-08-12 10:20:00,34.8,32.8,0.0,4.8,32.3,0.0,4.9,7.3
2020-08-12 10:30:00,34.5,33.1,0.0,5.1,31.9,0.0,5.7,8.6
2020-08-12 10:40:00,34.0,33.3,0.0,5.0,32.4,0.0,6.0,8.3
2020-08-12 10:50:00,34.9,33.5,0.0,5.0,32.0,0.0,6.1,9.0
2020-08-12 11:00:00,35.2,33.8,0.0,6.1,33.4,0.0,4.8,8.1
2020-08-12 11:10:00,34.5,34.0,0.0,5.6,32.3,0.0,5.8,8.6
2020-08-12 11:20:00,34.3,34.2,0.0,5.2,32.6,0.0,5.9,8.5
2020-08-12 11:30:00,34.7,34.4,0.0,5.9,32.7,0.0,6.1,8.9
2020-08-12 11:40:00,34.9,34.7,0.0,6.2,32.7,0.0,6.0,8.9
2020-08-12 11:50:00,35.2,34.9,0.0,5.2,32.4,0.0,6.4,8.9
2020-08-12 12:00:00,35.3,35.1,0.0,5.5,32.5,0.0,6.9,9.6
2020-08-12 12:10:00,34.8,35.3,0.0,6.2,32.6,0.0,6.5,9.9
2020-08-12 12:20:00,36.0,35.5,0.0,5.5,32.4,0.0,7.2,10.1
2020-08-12 12:30:00,35.8,35.7,0.0,6.1,32.8,0.0,6.2,9.5
2020-08-12 12:40:00,35.8,35.8,0.0,6.2,32.7,0.0,7.4,10.6
2020-08-12 12:50:00,36.4,36.0,0.0,5.3,33.1,0.0,6.7,9.8
2020-08-12 13:00:00,35.0,36.2,0.0,7.0,32.8,0.0,7.4,10.7
2020-08-12 13:10:00,35.9,36.3,0.0,6.5,33.0,0.0,7.0,10.7
2020-08-12 13:20:00,36.6,36.4,0.0,7.9,33.2,0.0,6.7,10.0
2020-08-12 13:30:00,35.9,36.5,0.0,7.8,33.5,0.0,6.1,9.0
2020-08-12 13:40:00,36.0,36.7,0.0,7.4,33.4,0.0,7.2,11.2
2020-08-12 13:50:00,35.6,36.8,0.0,7.4,33.3,0.0,7.1,10.7
2020-08-12 14:00:00,36.2,36.9,0.0,7.4,33.1,0.0,7.8,10.8
2020-08-12 14:10:00,36.5,36.9,0.0,7.8,33.2,0.0,7.4,10.2
2020-08-12 14:20:00,36.3,37.0,0.0,7.9,33.3,0.0,8.0,11.6
2020-08-12 14:30:00,36.5,37.0,0.0,7.9,32.5,0.0,6.5,9.8
2020-08-12 14:40:00,35.8,37.1,0.0,8.2,33.3,0.0,6.1,8.8
2020-08-12 14:50:00,36.3,37.1,0.0,7.9,33.1,0.0,6.1,8.8
2020-08-12 15:00:00,37.1,37.1,0.0,5.9,33.2,0.0,6.1,8.5
2020-08-12 15:10:00,35.8,37.1,0.0,7.3,33.2,0.0,6.3,10.0
2020-08-12 15:20:00,36.4,37.1,0.0,6.8,32.8,0.0,6.5,9.3
2020-08-12 15:30:00,36.0,37.1,0.0,7.1,32.6,0.0,6.7,9.6
2020-08-12 15:40:00,35.8,37.1,0.0,4.6,31.9,0.0,6.5,9.1
2020-08-12 15:50:00,34.8,37.1,0.0,4.8,31.5,0.0,5.9,7.8
2020-08-12 16:00:00,34.8,37.0,0.0,4.3,31.0,0.0,5.2,7.6
2020-08-12 16:10:00,33.4,36.9,0.0,4.6,31.0,0.0,4.8,6.6
2020-08-12 16:20:00,33.3,36.8,0.0,3.6,30.9,0.0,4.8,7.2
2020-08-12 16:30:00,32.3,36.6,0.0,3.3,31.1,0.0,5.5,8.1
2020-08-12 16:40:00,32.1,36.4,0.0,3.3,31.6,0.0,4.8,7.8
2020-08-12 16:50:00,32.0,36.2,0.0,2.9,31.7,0.0,5.0,7.6
2020-08-12 17:00:00,32.0,36.0,0.0,3.1,31.4,0.0,5.5,7.9
2020-08-12 17:10:00,33.0,35.8,0.0,3.2,31.4,0.0,4.6,6.5
2020-08-12 17:20:00,32.6,35.6,0.0,3.3,31.2,0.0,5.2,7.4
2020-08-12 17:30:00,31.7,35.5,0.0,3.7,31.1,0.0,5.2,7.3
2020-08-12 17:40:00,32.0,35.3,0.0,3.8,30.8,0.0,5.9,8.5
2020-08-12 17:50:00,31.2,35.1,0.0,3.9,30.7,0.0,5.5,7.3
2020-08-12 18:00:00,30.6,35.0,0.0,3.6,30.5,0.0,5.3,7.8
2020-08-12 18:10:00,30.3,34.8,0.0,3.0,30.4,0.0,4.9,7.2
2020-08-12 18:20:00,30.1,34.6,0.0,2.9,30.1,0.0,4.2,6.2
2020-08-12 18:30:00,30.0,34.4,0.0,2.6,29.9,0.0,3.9,5.9
2020-08-12 18:40:00,30.0,34.3,0.0,2.6,29.8,0.0,3.5,5.0
2020-08-12 18:50:00,29.9,34.1,0.0,2.8,29.9,0.0,4.1,6.1
2020-08-12 19:00:00,29.8,34.0,0.0,2.4,30.0,0.0,4.2,6.2
2020-08-12 19:10:00,29.7,33.9,0.0,2.1,29.9,0.0,4.6,6.7
2020-08-12 19:20:00,29.6,33.7,0.0,2.0,29.7,0.0,4.3,6.2
2020-08-12 19:30:00,29.5,33.6,0.0,1.8,29.7,0.0,4.1,5.5
2020-08-12 19:40:00,30.1,33.5,0.0,2.3,29.7,0.0,3.8,5.2
2020-08-12 19:50:00,30.2,33.4,0.0,2.5,29.5,0.0,3.3,5.0
2020-08-12 20:00:00,30.1,33.3,0.0,2.5,29.8,0.0,2.6,5.9
2020-08-12 20:10:00,30.2,33.2,0.0,2.8,30.6,0.0,2.3,6.6
2020-08-12 20:20:00,30.3,33.1,0.0,3.1,30.5,0.0,2.6,5.0
2020-08-12 20:30:00,30.3,33.0,0.0,2.6,30.6,0.0,2.8,5.2
2020-08-12 20:40:00,31.2,33.0,0.0,2.0,30.1,0.0,2.9,5.7
2020-08-12 20:50:00,31.2,32.9,0.0,2.4,30.3,0.0,3.2,5.1
2020-08-12 21:00:00,31.3,32.8,0.0,3.0,30.3,0.0,3.1,6.7
2020-08-12 21:10:00,31.3,32.7,0.0,3.6,30.3,0.0,3.0,6.0
2020-08-12 21:20:00,31.1,32.6,0.0,3.3,30.1,0.0,3.0,5.8
2020-08-12 21:30:00,31.1,32.5,0.0,3.2,29.7,0.0,2.8,4.9
2020-08-12 21:40:00,30.7,32.5,0.0,2.5,28.9,0.0,2.4,4.4
2020-08-12 21:50:00,30.7,32.4,0.0,2.8,28.7,0.0,2.2,4.2
2020-08-12 22:00:00,30.4,32.3,0.0,2.5,28.5,0.0,1.9,3.1
2020-08-12 22:10:00,30.4,32.3,0.0,2.7,28.8,0.0,2.7,4.2
2020-08-12 22:20:00,30.2,32.2,0.0,2.8,28.7,0.0,2.5,4.1
2020-08-12 22:30:00,30.1,32.1,0.0,2.9,28.6,0.0,2.0,3.3
2020-08-12 22:40:00,30.2,32.1,0.0,2.7,28.4,0.0,2.0,3.3
2020-08-12 22:50:00,30.1,32.0,0.0,2.4,28.5,0.0,2.3,3.7
2020-08-12 23:00:00,30.1,31.9,0.0,2.6,28.3,0.0,2.2,3.7
2020-08-12 23:10:00,30.0,31.9,0.0,2.6,28.2,0.0,2.3,3.8
2020-08-12 23:20:00,29.9,31.8,0.0,2.6,28.5,0.0,2.3,4.6
2020-08-12 23:30:00,29.8,31.8,0.0,2.3,28.4,0.0,2.5,4.2
2020-08-12 23:40:00,29.5,31.7,0.0,2.4,28.7,0.0,3.1,5.3
2020-08-12 23:50:00,29.4,31.7,0.0,2.4,28.2,0.0,2.6,5.1
2020-08-13 00:00:00,28.9,31.6,0.0,2.1,28.1,0.0,2.6,4.4
2020-08-13 00:10:00,29.1,31.6,0.0,2.3,28.2,0.0,2.5,4.1
2020-08-13 00:20:00,29.4,31.5,0.0,2.5,28.5,0.0,2.7,4.6
2020-08-13 00:30:00,29.3,31.5,0.0,1.9,28.2,0.0,2.7,4.4
2020-08-13 00:40:00,28.9,31.4,0.0,1.8,28.0,0.0,2.5,3.9
2020-08-13 00:50:00,28.6,31.4,0.0,2.1,28.1,0.0,2.4,4.1
2020-08-13 01:00:00,28.9,31.3,0.0,2.2,28.0,0.0,2.6,4.7
2020-08-13 01:10:00,28.8,31.3,0.0,2.0,27.9,0.0,2.7,4.7
2020-08-13 01:20:00,28.9,31.2,0.0,2.4,27.8,0.0,2.8,4.7
2020-08-13 01:30:00,28.8,31.2,0.0,2.6,28.2,0.0,2.9,4.8
2020-08-13 01:40:00,28.7,31.1,0.0,2.1,28.0,0.0,2.0,3.7
2020-08-13 01:50:00,28.8,31.1,0.0,1.3,28.2,0.0,2.0,3.7
2020-08-13 02:00:00,28.6,31.0,0.0,0.6,28.2,0.0,2.1,3.9
2020-08-13 02:10:00,28.6,31.0,0.0,1.1,28.3,0.0,1.8,3.2
2020-08-13 02:20:00,28.9,30.9,0.0,1.4,27.9,0.0,1.8,4.0
2020-08-13 02:30:00,28.7,30.9,0.0,1.4,27.5,0.0,2.3,4.3
2020-08-13 02:40:00,28.5,30.9,0.0,1.5,27.4,0.0,2.1,3.7
2020-08-13 02:50:00,28.5,30.8,0.0,1.4,26.9,0.0,1.7,2.6
2020-08-13 03:00:00,28.6,30.8,0.0,1.8,27.1,0.0,1.9,3.4
2020-08-13 03:10:00,28.5,30.8,0.0,2.0,27.1,0.0,2.1,3.6
2020-08-13 03:20:00,28.6,30.7,0.0,1.7,27.3,0.0,2.4,3.8
2020-08-13 03:30:00,28.5,30.7,0.0,2.1,27.5,0.0,3.4,5.2
2020-08-13 03:40:00,28.2,30.6,0.0,1.9,27.4,0.0,3.2,4.9
2020-08-13 03:50:00,27.7,30.6,0.0,1.6,27.5,0.0,2.8,4.1
2020-08-13 04:00:00,27.6,30.6,0.0,1.6,27.4,0.0,2.7,5.0
2020-08-13 04:10:00,27.6,30.5,0.0,1.6,27.8,0.0,2.7,5.5
2020-08-13 04:20:00,27.8,30.5,0.0,1.7,27.4,0.0,1.9,3.3
2020-08-13 04:30:00,28.1,30.5,0.0,2.2,27.3,0.0,1.8,3.3
2020-08-13 04:40:00,28.0,30.4,0.0,2.3,27.3,0.0,2.0,3.3
2020-08-13 04:50:00,27.8,30.4,0.0,2.1,27.3,0.0,2.3,3.7
2020-08-13 05:00:00,27.7,30.4,0.0,1.5,27.5,0.0,2.8,4.8
2020-08-13 05:10:00,28.0,30.4,0.0,2.1,27.5,0.0,2.8,5.3
2020-08-13 05:20:00,28.1,30.3,0.0,1.9,27.5,0.0,3.1,5.5
2020-08-13 05:30:00,28.3,30.3,0.0,2.0,27.3,0.0,2.6,4.3
2020-08-13 05:40:00,28.6,30.3,0.0,2.7,27.5,0.0,2.8,4.7
2020-08-13 05:50:00,28.2,30.3,0.0,2.2,27.8,0.0,3.0,5.0
2020-08-13 06:00:00,28.8,30.2,0.0,2.7,28.1,0.0,2.7,4.6
2020-08-13 06:10:00,29.3,30.2,0.0,3.4,28.3,0.0,2.4,4.0
2020-08-13 06:20:00,29.7,30.2,0.0,2.9,28.6,0.0,2.7,4.4
2020-08-13 06:30:00,30.0,30.3,0.0,3.0,28.8,0.0,3.3,4.9
2020-08-13 06:40:00,30.4,30.3,0.0,3.2,29.0,0.0,2.9,4.5
2020-08-13 06:50:00,30.4,30.3,0.0,3.4,29.2,0.0,2.9,4.4
2020-08-13 07:00:00,30.6,30.3,0.0,4.3,29.5,0.0,2.4,4.3
2020-08-13 07:10:00,30.8,30.3,0.0,4.0,29.9,0.0,1.7,3.2
2020-08-13 07:20:00,31.3,30.4,0.0,3.2,29.7,0.0,2.8,4.4
2020-08-13 07:30:00,31.6,30.5,0.0,3.0,30.1,0.0,2.5,4.1
2020-08-13 07:40:00,31.7,30.5,0.0,4.2,30.5,0.0,2.7,4.4
2020-08-13 07:50:00,32.0,30.6,0.0,4.1,30.7,0.0,2.7,4.2
2020-08-13 08:00:00,32.1,30.7,0.0,4.6,30.8,0.0,3.2,4.8
2020-08-13 08:10:00,32.1,30.8,0.0,4.0,31.2,0.0,2.9,5.4
2020-08-13 08:20:00,32.5,30.9,0.0,5.0,31.4,0.0,3.5,5.8
2020-08-13 08:30:00,32.8,31.1,0.0,5.3,31.7,0.0,3.8,6.1
2020-08-13 08:40:00,33.4,31.3,0.0,5.7,31.7,0.0,5.2,7.5
2020-08-13 08:50:00,33.2,31.5,0.0,7.7,31.8,0.0,5.7,7.8
2020-08-13 09:00:00,32.8,31.6,0.0,7.2,31.8,0.0,4.7,6.8
2020-08-13 09:10:00,32.9,31.8,0.0,6.4,31.9,0.0,4.7,6.9
2020-08-13 09:20:00,33.7,32.0,0.0,5.5,31.6,0.0,5.0,6.9
2020-08-13 09:30:00,33.7,32.2,0.0,5.8,31.7,0.0,5.4,7.7
2020-08-13 09:40:00,33.5,32.4,0.0,5.8,32.2,0.0,5.1,7.2
2020-08-13 09:50:00,33.4,32.6,0.0,6.1,31.0,0.0,6.5,9.0
2020-08-13 10:00:00,34.1,32.8,0.0,7.1,31.4,0.0,6.4,8.7
2020-08-13 10:10:00,33.4,33.0,0.0,7.7,31.8,0.0,6.3,8.3
2020-08-13 10:20:00,32.7,33.1,0.0,7.8,32.2,0.0,6.0,8.1
2020-08-13 10:30:00,33.5,33.2,0.0,8.3,32.0,0.0,6.1,9.3
2020-08-13 10:40:00,33.2,33.4,0.0,8.0,31.9,0.0,6.4,8.9
2020-08-13 10:50:00,33.7,33.6,0.0,7.8,32.0,0.0,5.8,8.2
2020-08-13 11:00:00,33.4,33.8,0.0,8.5,32.3,0.0,6.4,10.2
2020-08-13 11:10:00,34.1,34.0,0.0,7.7,32.3,0.0,7.1,10.3
2020-08-13 11:20:00,33.5,34.2,0.0,7.7,32.3,0.0,7.4,10.7
2020-08-13 11:30:00,34.4,34.4,0.0,7.6,32.0,0.0,7.7,10.6
2020-08-13 11:40:00,34.8,34.6,0.0,6.5,33.4,0.0,5.9,10.0
2020-08-13 11:50:00,34.0,34.8,0.0,7.3,33.9,0.0,5.1,8.9
2020-08-13 12:00:00,35.1,35.0,0.0,7.6,34.0,0.0,4.3,7.8
2020-08-13 12:10:00,34.1,35.2,0.0,6.1,34.4,0.0,4.2,7.8
2020-08-13 12:20:00,34.0,35.4,0.0,5.6,35.0,0.0,3.5,6.0
2020-08-13 12:30:00,34.1,35.6,0.0,5.7,34.4,0.0,4.9,8.6
2020-08-13 12:40:00,34.8,35.8,0.0,5.9,34.7,0.0,4.7,8.4
2020-08-13 12:50:00,34.8,36.0,0.0,6.0,34.6,0.0,4.6,7.9
2020-08-13 13:00:00,34.9,36.2,0.0,5.9,34.4,0.0,4.7,8.0
2020-08-13 13:10:00,35.2,36.4,0.0,5.9,34.3,0.0,4.7,8.0
2020-08-13 13:20:00,35.8,36.6,0.0,5.7,34.5,0.0,4.1,7.8
2020-08-13 13:30:00,35.2,36.8,0.0,6.3,34.5,0.0,4.4,8.0
2020-08-13 13:40:00,35.1,36.9,0.0,5.6,34.7,0.0,3.8,7.9
2020-08-13 13:50:00,35.3,37.1,0.0,5.7,34.8,0.0,3.7,7.4
2020-08-13 14:00:00,35.7,37.3,0.0,5.2,34.7,0.0,3.8,7.2
2020-08-13 14:10:00,35.3,37.4,0.0,5.3,35.3,0.0,3.8,6.3
2020-08-13 14:20:00,35.9,37.5,0.0,5.2,35.2,0.0,3.9,7.0
2020-08-13 14:30:00,35.7,37.6,0.0,5.7,34.6,0.0,4.8,9.3
2020-08-13 14:40:00,35.3,37.6,0.0,6.4,33.8,0.0,4.2,7.6
2020-08-13 14:50:00,35.6,37.5,0.0,5.6,33.8,0.0,3.5,6.9
2020-08-13 15:00:00,34.6,37.3,0.0,5.9,33.9,0.0,4.4,7.8
2020-08-13 15:10:00,33.9,37.2,0.0,5.9,33.8,0.0,3.3,6.7
2020-08-13 15:20:00,33.8,37.1,0.0,4.9,34.2,0.0,4.0,7.0
2020-08-13 15:30:00,33.5,36.9,0.0,5.4,34.4,0.0,4.6,8.5
2020-08-13 15:40:00,34.2,36.8,0.0,6.2,34.4,0.0,4.3,7.5
2020-08-13 15:50:00,33.5,36.7,0.0,5.9,34.3,0.0,4.0,6.6
2020-08-13 16:00:00,34.7,36.6,0.0,5.9,33.9,0.0,3.9,7.0
2020-08-13 16:10:00,35.6,36.6,0.0,4.9,34.3,0.0,4.1,7.0
2020-08-13 16:20:00,35.0,36.6,0.0,4.7,33.9,0.0,3.7,7.3
2020-08-13 16:30:00,34.7,36.5,0.0,5.5,34.2,0.0,4.7,8.4
2020-08-13 16:40:00,34.6,36.5,0.0,6.0,34.1,0.0,5.1,9.4
2020-08-13 16:50:00,34.8,36.4,0.0,4.8,32.7,0.0,3.8,8.9
2020-08-13 17:00:00,34.9,36.3,0.0,4.8,33.0,0.0,4.0,8.0
2020-08-13 17:10:00,34.2,36.2,0.0,4.3,33.0,0.0,3.5,6.3
2020-08-13 17:20:00,34.2,36.1,0.0,4.8,33.0,0.0,3.0,6.5
2020-08-13 17:30:00,33.6,36.0,0.0,4.4,32.6,0.0,3.6,7.2
2020-08-13 17:40:00,33.1,35.9,0.0,3.9,32.6,0.0,3.6,5.9
2020-08-13 17:50:00,33.4,35.7,0.0,4.0,31.7,0.0,3.8,7.5
2020-08-13 18:00:00,33.1,35.5,0.0,4.9,31.7,0.0,3.8,6.6
2020-08-13 18:10:00,32.7,35.3,0.0,4.4,31.3,0.0,3.9,7.0
2020-08-13 18:20:00,32.1,35.2,0.0,4.3,31.3,0.0,4.7,7.4
2020-08-13 18:30:00,31.8,35.0,0.0,4.6,31.1,0.0,4.3,6.9
2020-08-13 18:40:00,31.5,34.8,0.0,4.6,31.0,0.0,3.9,6.7
2020-08-13 18:50:00,31.4,34.7,0.0,4.0,30.6,0.0,3.2,5.3
2020-08-13 19:00:00,31.2,34.5,0.0,5.1,30.8,0.0,3.3,6.0
2020-08-13 19:10:00,31.2,34.4,0.0,3.9,30.9,0.0,2.9,5.9
